,Unnamed: 0,brand,channel,grp,regions,target,tot_ad_len,wgt_rat
0,0,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MEGA CITIES,CS F 15-30 A,30,0.0
1,1,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MUM,CS M 15-30 AB,30,0.0
2,2,PATANJALI ATTA NOODLES,STAR Plus,0.0,ALL INDIA (U),CS M 22-30 A,15,0.0
3,3,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MEGA CITIES,CS F 22-40 A,30,0.0
4,4,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,WB (U),CS M 22-50 AB,30,0.0
5,5,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MEGA CITIES,CS F 31-40 AB,30,0.0
6,6,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MUM DEL BANG,CS F 22-40 A,30,0.0
7,7,PARLE KISMI,STAR Plus,0.0,MUM,CS M 15-30 AB,40,0.0
8,8,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MEGA CITIES,CS 15-30 AB,30,0.0
9,9,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MUM DEL KOL,CS F 22-40 AB,30,0.0
10,10,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MUM DEL,CS 15-30 AB,30,0.0
11,11,PEDIASURE COMPLETE,STAR Plus,0.0,MUM,CS M 15-30 AB,15,0.0
12,12,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MEGA CITIES,CS 15-21 AB,30,0.0
13,13,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.0,MEGA CITIES,CS F 22-40 AB,30,0.0
14,14,KINGFISHER CALENDAR,STAR Plus,0.0,MUM,CS M 15-30 AB,15,0.0
15,15,KINGFISHER CALENDAR,STAR Plus,0.01,HSM (R),CS F 15+ BCD,15,0.01
16,16,KINGFISHER CALENDAR,STAR Plus,0.01,ALL INDIA (R),CS 15+ BCD,15,0.01
17,17,HARPIC POWER PLUS,STAR Plus,0.02,ALL INDIA (R),CS 15+ BCD,15,0.01
18,18,KINGFISHER CALENDAR,STAR Plus,0.02,HSM (EXCL. DEL MAH WB) (U),CS 15-30 A,15,0.01
19,19,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.02,MEGA CITIES,CS 15-40 AB,30,0.01
20,20,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.02,MEGA CITIES,CS 22-40 AB,30,0.01
21,21,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.03,MUM DEL BANG,CS 15-40 AB,30,0.01
22,22,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.03,MEGA CITIES,CS 15+ AB,30,0.01
23,23,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.03,MEGA CITIES (EXCL. CHENNAI),CS 22-40 AB,30,0.01
24,24,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.03,MEGA CITIES,CS 15-30 ABC,30,0.01
25,25,KINGFISHER CALENDAR,STAR Plus,0.03,ALL INDIA (U),CS M 15-30 AB,15,0.02
26,26,KINGFISHER CALENDAR,STAR Plus,0.03,ALL INDIA (U),CS M 22-30 A,15,0.02
27,27,HARPIC POWER PLUS,STAR Plus,0.03,HSM (R),CS F 15+ BCD,15,0.02
28,28,KINGFISHER CALENDAR,STAR Plus,0.03,HSM (EXCL. WB ASSAM) (U),CS M 15-30 AB,15,0.02
29,29,KINGFISHER CALENDAR,STAR Plus,0.03,DEL RAJ MAH SOUTH (U+R),CS F 22-30 ABC,15,0.02
30,30,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.03,MEGA CITIES,CS 15-50 AB,30,0.01
31,31,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.03,MEGA CITIES,CS M 22-50 AB,30,0.01
32,32,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.03,MEGA CITIES,CS M 15-40 AB,30,0.01
33,33,KINGFISHER CALENDAR,STAR Plus,0.03,ALL INDIA (U+R),CS M 15-30 AB,15,0.02
34,34,KINGFISHER CALENDAR,STAR Plus,0.04,MEGA CITIES,CS 15-30 AB,15,0.03
35,35,KINGFISHER CALENDAR,STAR Plus,0.04,HSM (U),CS M 15-30 AB,15,0.03
36,36,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.04,MEGA CITIES,CS 22-40 A,30,0.01
37,37,KINGFISHER CALENDAR,STAR Plus,0.04,MUM DEL,CS 15-30 AB,15,0.03
38,38,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.04,MEGA CITIES,CS 22-50 AB,30,0.01
39,39,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.05,MEGA CITIES,CS M 22-40 AB,30,0.02
40,40,KINGFISHER CALENDAR,STAR Plus,0.05,ALL INDIA (U+R),CS 15-30 ABC,15,0.03
41,41,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.05,MUM DEL KOL,CS M 15-40 AB,30,0.02
42,42,KINGFISHER CALENDAR,STAR Plus,0.05,ALL INDIA (U+R),CS M 15-40,15,0.03
43,43,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.05,MEGA CITIES,CS M 31-50 AB,30,0.02
44,44,KINGFISHER CALENDAR,STAR Plus,0.05,MEGA CITIES,CS 15-21 AB,15,0.03
45,45,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.05,MEGA CITIES,CS F 22-50 AB,30,0.02
46,46,KINGFISHER CALENDAR,STAR Plus,0.05,HSM (U+R),CS M 22-40 BCD,15,0.03
47,47,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.05,MEGA CITIES,CS M 31+ A,30,0.02
48,48,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.05,MEGA CITIES,CS M 22-50 A,30,0.02
49,49,KINGFISHER CALENDAR,STAR Plus,0.06,HSM (U+R),CS M 15-30 ABC,15,0.04
50,50,KINGFISHER CALENDAR,STAR Plus,0.06,ALL INDIA (U+R),CS 15+ ABC,15,0.04
51,51,KINGFISHER CALENDAR,STAR Plus,0.06,HSM (U+R),CS 15-30 AB,15,0.04
52,52,KINGFISHER CALENDAR,STAR Plus,0.06,ALL INDIA (U+R),CS 15+ AB,15,0.04
53,53,PEDIASURE COMPLETE,STAR Plus,0.06,DEL RAJ MAH SOUTH (U+R),CS F 22-30 ABC,15,0.04
54,54,KINGFISHER CALENDAR,STAR Plus,0.06,HSM (U),CS F 15-30 A,15,0.04
55,55,KINGFISHER CALENDAR,STAR Plus,0.06,ALL INDIA (U+R),CS 15+,15,0.04
56,56,KINGFISHER CALENDAR,STAR Plus,0.06,ALL INDIA (U+R),CS F 22+,15,0.04
57,57,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.06,MUM DEL,CS M 22-50 AB,30,0.02
58,58,KINGFISHER CALENDAR,STAR Plus,0.06,ALL INDIA (U),CS 15-30 AB,15,0.04
59,59,KINGFISHER CALENDAR,STAR Plus,0.06,ALL INDIA (U+R),CS 22-50 ABC,15,0.04
60,60,KINGFISHER CALENDAR,STAR Plus,0.06,ALL INDIA (U+R),CS M 22-50 AB,15,0.04
61,61,KINGFISHER CALENDAR,STAR Plus,0.06,ALL INDIA (U+R),CS 22-40 ABC,15,0.04
62,62,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.06,MUM DEL KOL,CS 22-50 AB,30,0.02
63,63,KINGFISHER CALENDAR,STAR Plus,0.07,ALL INDIA (U+R),CS M 22-40 AB,15,0.04
64,64,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.07,ALL INDIA (U+R),CS M 15-30 AB,30,0.02
65,65,KINGFISHER CALENDAR,STAR Plus,0.07,ALL INDIA (U+R),CS 22-50 AB,15,0.05
66,66,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U+R),CS M 22+ BCD,15,0.05
67,67,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U+R),CS 15-30 ABC,15,0.05
68,68,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U),CS M 15-40 B,15,0.05
69,69,KINGFISHER CALENDAR,STAR Plus,0.07,ALL INDIA (U),CS M 15+ AB,15,0.05
70,70,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (EXCL. WB MAH ASSAM GUJ ODISHA) (U+R),CS F 22+ ABC,15,0.05
71,71,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U+R),CS M 15-30 BCD,15,0.05
72,72,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U+R),CS F 15-30 AB,15,0.05
73,73,KINGFISHER CALENDAR,STAR Plus,0.07,ALL INDIA (U+R),CS M 31-50 AB,15,0.05
74,74,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U),CS 15-21 AB,15,0.05
75,75,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U+R),CS M 22+ ABC,15,0.05
76,76,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U+R),CS M 15-40,15,0.05
77,77,KINGFISHER CALENDAR,STAR Plus,0.07,DEL GUJ MAH (U),CS M 15-40 AB,15,0.05
78,78,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U+R),CS M 15-40 ABC,15,0.05
79,79,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U+R),CS M 22-40 ABC,15,0.05
80,80,KINGFISHER CALENDAR,STAR Plus,0.07,ALL INDIA (U),CS M 22+ ABC,15,0.05
81,81,KINGFISHER CALENDAR,STAR Plus,0.07,HSM (U+R),CS M 22+ AB,15,0.05
82,82,KINGFISHER CALENDAR,STAR Plus,0.08,ALL INDIA (U+R),CS 22-40 AB,15,0.05
83,83,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U+R),CS M 22-60 ABC,15,0.05
84,84,KINGFISHER CALENDAR,STAR Plus,0.08,NORTH WEST (U),CS 15-30 AB,15,0.05
85,85,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (EXCL. EAST) (U),CS 15-30 AB,15,0.05
86,86,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U),CS M 22-40 ABC,15,0.05
87,87,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.08,MUM DEL BANG,CS M 22-50 A,30,0.03
88,88,KINGFISHER CALENDAR,STAR Plus,0.08,ALL INDIA (U),CS M 15-40 ABC,15,0.05
89,89,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.08,MEGA CITIES,CS M 22-40 A,30,0.03
90,90,PEDIASURE COMPLETE,STAR Plus,0.08,ALL INDIA (R),CS 15+ BCD,15,0.05
91,91,KINGFISHER CALENDAR,STAR Plus,0.08,ALL INDIA (U),CS M 15-40,15,0.05
92,92,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U+R),CS 15+ AB,15,0.05
93,93,PATANJALI ATTA NOODLES,STAR Plus,0.08,ALL INDIA (U),CS M 22-40 A,15,0.05
94,94,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U+R),CS 15+ ABC,15,0.05
95,95,KINGFISHER CALENDAR,STAR Plus,0.08,ALL INDIA (U),CS M 22-40 AB,15,0.05
96,96,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U+R),CS 15-40 AB,15,0.05
97,97,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U+R),CS 22+ ABC,15,0.05
98,98,PATANJALI ATTA NOODLES,STAR Plus,0.08,HSM (U+R),CS M 31-50 CD,15,0.05
99,99,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U+R),CS 22-40 BCD,15,0.06
100,100,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (EXCL. MAH WB) (U),CS 22-40 A,15,0.06
101,101,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U+R),CS F 2+,15,0.06
102,102,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.08,MEGA CITIES (EXCL. KOL),CS M 22-40 A,30,0.03
103,103,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U),CS F 15-21 AB,15,0.06
104,104,KINGFISHER CALENDAR,STAR Plus,0.08,ALL INDIA (U),CS M 22-50 AB,15,0.06
105,105,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.08,MEGA CITIES,CS M 31-50 A,30,0.03
106,106,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U+R),CS 2+,15,0.06
107,107,KINGFISHER CALENDAR,STAR Plus,0.08,HSM (U),CS 15-30 AB,15,0.06
108,108,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 15+,15,0.06
109,109,KINGFISHER CALENDAR,STAR Plus,0.09,ALL INDIA (U+R),CS F 22-40 AB,15,0.06
110,110,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS M 22-50 AB,15,0.06
111,111,KINGFISHER CALENDAR,STAR Plus,0.09,ALL INDIA (U+R),CS M 22-40 A,15,0.06
112,112,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.09,ALL INDIA (U+R),CS F 22-40 AB,30,0.03
113,113,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 15+ BCD,15,0.06
114,114,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS M 22-50 ABC,15,0.06
115,115,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 15-40 ABC,15,0.06
116,116,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS F 22-50 BCD,15,0.06
117,117,KINGFISHER CALENDAR,STAR Plus,0.09,ALL INDIA (U),CS 15+ AB,15,0.06
118,118,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.09,HSM (U+R),CS F 15-40 B,30,0.03
119,119,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 22-40,15,0.06
120,120,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 22-50 ABC,15,0.06
121,121,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 22-50 BCD,15,0.06
122,122,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS F 15-50 AB,15,0.06
123,123,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS F 22+,15,0.06
124,124,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS F 22-50 ABC,15,0.06
125,125,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS M 22-40 AB,15,0.06
126,126,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS M 22-50 BCD,15,0.06
127,127,KINGFISHER CALENDAR,STAR Plus,0.09,MEGA CITIES,CS F 15-30 A,15,0.06
128,128,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 22-40 ABC,15,0.06
129,129,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS F 15+ ABC,15,0.06
130,130,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS M 22-50,15,0.06
131,131,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 31+ ABC,15,0.06
132,132,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 22+ AB,15,0.06
133,133,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U),CS M 15-30 ABC,15,0.06
134,134,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS F 22+ ABC,15,0.06
135,135,KINGFISHER CALENDAR,STAR Plus,0.09,HSM (U+R),CS 22-60 AB,15,0.06
136,136,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS 31+,15,0.06
137,137,KINGFISHER CALENDAR,STAR Plus,0.1,ALL INDIA (U),CS 2-30 ABC,15,0.06
138,138,PATANJALI ATTA NOODLES,STAR Plus,0.1,MEGA CITIES,CS 15-21 AB,15,0.06
139,139,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS M 22-50 A,15,0.06
140,140,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS F 15-40 AB,15,0.06
141,141,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS F 22-30 AB,15,0.06
142,142,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS 22-50 AB,15,0.06
143,143,KINGFISHER CALENDAR,STAR Plus,0.1,ALL INDIA (U),CS 15-40 AB,15,0.06
144,144,KINGFISHER CALENDAR,STAR Plus,0.1,ALL INDIA (U),CS F 15-30 AB,15,0.06
145,145,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.1,ALL INDIA (U+R),CS 15+ AB,30,0.03
146,146,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.1,HSM (U+R),CS F 15-21 BCD,30,0.03
147,147,KINGFISHER CALENDAR,STAR Plus,0.1,ALL INDIA (U),CS 22+ AB,15,0.07
148,148,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U),CS M 15-40 AB,15,0.07
149,149,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS F 15+,15,0.07
150,150,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U),CS 22-30 AB,15,0.07
151,151,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U),CS M 15+ AB,15,0.07
152,152,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS F 15-50,15,0.07
153,153,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS F 22-40 A,15,0.07
154,154,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS F 15+ AB,15,0.07
155,155,KINGFISHER CALENDAR,STAR Plus,0.1,ALL INDIA (U),CS 2+ ABC,15,0.07
156,156,KINGFISHER CALENDAR,STAR Plus,0.1,ALL INDIA (U),CS F 22-50 A,15,0.07
157,157,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.1,ALL INDIA (U+R),CS 22-40 AB,30,0.03
158,158,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS M 31-50 AB,15,0.07
159,159,KINGFISHER CALENDAR,STAR Plus,0.1,ALL INDIA (U),CS 15+ ABC,15,0.07
160,160,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.1,HSM (U),CS 15-21 AB,30,0.03
161,161,KINGFISHER CALENDAR,STAR Plus,0.1,ALL INDIA (U),CS M 22+ A,15,0.07
162,162,KINGFISHER CALENDAR,STAR Plus,0.1,ALL INDIA (U),CS 22+ A,15,0.07
163,163,KINGFISHER CALENDAR,STAR Plus,0.1,NORTH WEST SOUTH (U),CS 22-40 A,15,0.07
164,164,KINGFISHER CALENDAR,STAR Plus,0.1,HSM (U+R),CS F 15-40 ABC,15,0.07
165,165,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.11,HSM (U),CS F 31-40 AB,30,0.04
166,166,KINGFISHER CALENDAR,STAR Plus,0.11,HSM (U+R),CS F 15-40 B,15,0.07
167,167,KINGFISHER CALENDAR,STAR Plus,0.11,HSM (U+R),CS 22-40 AB,15,0.07
168,168,HARPIC BATHROOM CLEANER,STAR Plus,0.11,ALL INDIA (R),CS 15+ BCD,20,0.05
169,169,KINGFISHER CALENDAR,STAR Plus,0.11,HSM (U+R),CS F 22-50 AB,15,0.07
170,170,KINGFISHER CALENDAR,STAR Plus,0.11,HSM (EXCL. WB) (U+R),CS 22-40 AB,15,0.07
171,171,KINGFISHER CALENDAR,STAR Plus,0.11,ALL INDIA (U),CS 22-40 ABC,15,0.07
172,172,KINGFISHER CALENDAR,STAR Plus,0.11,HSM (U),CS M 22+ ABC,15,0.07
173,173,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.11,MUM DEL GUJ UP 1 MN+,CS M 22-50 AB,30,0.04
174,174,KINGFISHER CALENDAR,STAR Plus,0.11,HSM (U),CS M 22+ AB,15,0.07
175,175,KINGFISHER CALENDAR,STAR Plus,0.11,HSM (EXCL. WB) (U+R),CS F 22-50 AB,15,0.07
176,176,KINGFISHER CALENDAR,STAR Plus,0.11,HSM (U),CS M 15-40 ABC,15,0.07
177,177,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.11,HSM (U),CS M 15-30 ABC,30,0.04
178,178,KINGFISHER CALENDAR,STAR Plus,0.11,HSM (U+R),CS F 22-40,15,0.07
179,179,PATANJALI ATTA NOODLES,STAR Plus,0.11,HSM (U),CS M 22-40 A,15,0.08
180,180,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.11,HSM (U+R),CS 15-40 AB,30,0.04
181,181,KINGFISHER CALENDAR,STAR Plus,0.11,ALL INDIA (U),CS 15-50 ABC,15,0.08
182,182,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.11,HSM (U+R),CS M 22-40 BCD,30,0.04
183,183,KINGFISHER CALENDAR,STAR Plus,0.12,HSM (U+R),CS F 15-40,15,0.08
184,184,KINGFISHER CALENDAR,STAR Plus,0.12,HSM (U+R),CS F 22-40 BCD,15,0.08
185,185,KINGFISHER CALENDAR,STAR Plus,0.12,ALL INDIA (U),CS 15-40 ABC,15,0.08
186,186,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.12,ALL INDIA (U+R),CS M 22-40 AB,30,0.04
187,187,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.12,HSM (U),CS F 31-40 ABC,30,0.04
188,188,MORTEIN INSTA,STAR Plus,0.12,HSM (U+R),CS M 31-50 CD,20,0.06
189,189,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.12,HSM (U+R),CS 15-30 AB,30,0.04
190,190,KINGFISHER CALENDAR,STAR Plus,0.12,HSM (U),CS M 22-40 AB,15,0.08
191,191,KINGFISHER CALENDAR,STAR Plus,0.12,ALL INDIA (U),CS F 22+,15,0.08
192,192,KINGFISHER CALENDAR,STAR Plus,0.12,ALL INDIA (U),CS F 22+ ABC,15,0.08
193,193,KINGFISHER CALENDAR,STAR Plus,0.12,ALL INDIA (U),CS 22-40 AB,15,0.08
194,194,PATANJALI ATTA NOODLES,STAR Plus,0.12,WB (U),CS M 22-50 AB,15,0.08
195,195,MORTEIN INSTA,STAR Plus,0.12,WB (U),CS M 22-50 AB,20,0.06
196,196,KINGFISHER CALENDAR,STAR Plus,0.12,ALL INDIA (U),CS 2+,15,0.08
197,197,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.12,ALL INDIA (U+R),CS M 15-40,30,0.04
198,198,KINGFISHER CALENDAR,STAR Plus,0.12,HSM (U+R),CS M 31-50 ABC,15,0.08
199,199,KINGFISHER CALENDAR,STAR Plus,0.12,HSM (U),CS M 22-50 AB,15,0.08
200,200,KINGFISHER CALENDAR,STAR Plus,0.12,HSM (U),CS M 15+ ABC,15,0.08
201,201,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.12,HSM (U+R),CS F 15-40 AB,30,0.04
202,202,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.12,NORTH WEST (U+R),CS F 22-40,30,0.04
203,203,KINGFISHER CALENDAR,STAR Plus,0.12,ALL INDIA (U),CS 22-40 A,15,0.08
204,204,KINGFISHER CALENDAR,STAR Plus,0.12,HSM (U+R),CS F 22-40 AB,15,0.08
205,205,KINGFISHER CALENDAR,STAR Plus,0.12,HSM (U),CS 41+ ABC,15,0.08
206,206,KINGFISHER CALENDAR,STAR Plus,0.12,ALL INDIA (U),CS M 31-50 AB,15,0.08
207,207,KINGFISHER CALENDAR,STAR Plus,0.12,MEGA CITIES,CS M 15-40 AB,15,0.08
208,208,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.13,HSM (U+R),CS F 22-40 AB,30,0.04
209,209,PATANJALI ATTA NOODLES,STAR Plus,0.13,MEGA CITIES,CS M 22-40 A,15,0.08
210,210,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.13,ALL INDIA (U),CS M 15-30 AB,30,0.04
211,211,KINGFISHER CALENDAR,STAR Plus,0.13,HSM (U),CS M 22-50 ABC,15,0.08
212,212,KINGFISHER CALENDAR,STAR Plus,0.13,ALL INDIA (U),CS F 15-40 AB,15,0.08
213,213,KINGFISHER CALENDAR,STAR Plus,0.13,HSM (U),CS 15+ AB,15,0.09
214,214,KINGFISHER CALENDAR,STAR Plus,0.13,ALL INDIA (U),CS M 31+ A,15,0.09
215,215,KINGFISHER CALENDAR,STAR Plus,0.13,ALL INDIA (U),CS 15-40,15,0.09
216,216,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.13,ALL INDIA (U+R),CS 22-50 AB,30,0.04
217,217,KINGFISHER CALENDAR,STAR Plus,0.13,ALL INDIA 1 MN+,CS 22-40 ABC,15,0.09
218,218,KINGFISHER CALENDAR,STAR Plus,0.13,HSM (U),CS 15-40 A,15,0.09
219,219,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.13,HSM (U+R),CS 15+ AB,30,0.04
220,220,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.13,HSM (U+R),CS F 15+ AB,30,0.04
221,221,KINGFISHER CALENDAR,STAR Plus,0.13,HSM (EXCL. WB) (U),CS 15-40 AB,15,0.09
222,222,KINGFISHER CALENDAR,STAR Plus,0.13,ALL INDIA (U),CS M 22-40 A,15,0.09
223,223,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.13,ALL INDIA (U),CS M 15-40,30,0.04
224,224,KINGFISHER CALENDAR,STAR Plus,0.13,HSM (U),CS 41-60 AB,15,0.09
225,225,KINGFISHER CALENDAR,STAR Plus,0.13,HSM (U),CS 2-30 ABC,15,0.09
226,226,KINGFISHER CALENDAR,STAR Plus,0.13,HSM (U),CS F 15-40 A,15,0.09
227,227,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.13,ALL INDIA (U+R),CS M 22-50 AB,30,0.04
228,228,KINGFISHER CALENDAR,STAR Plus,0.14,HSM (U),CS 15-50 AB,15,0.09
229,229,KINGFISHER CALENDAR,STAR Plus,0.14,HSM (U),CS M 15+,15,0.09
230,230,KINGFISHER CALENDAR,STAR Plus,0.14,NORTH WEST (U+R),CS F 22-40,15,0.09
231,231,KINGFISHER CALENDAR,STAR Plus,0.14,HSM (U),CS 15-30 ABC,15,0.09
232,232,PATANJALI ATTA NOODLES,STAR Plus,0.14,MEGA CITIES (EXCL. KOL),CS M 22-40 A,15,0.09
233,233,KINGFISHER CALENDAR,STAR Plus,0.14,HSM (U+R),CS F 15-21 BCD,15,0.09
234,234,KINGFISHER CALENDAR,STAR Plus,0.14,HSM (U),CS F 15-30 AB,15,0.09
235,235,KINGFISHER CALENDAR,STAR Plus,0.14,HSM (U),CS 15-40 AB,15,0.09
236,236,KINGFISHER CALENDAR,STAR Plus,0.14,ALL INDIA 1 MN+,CS 2+,15,0.09
237,237,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.14,ALL INDIA (U+R),CS 22-40 ABC,30,0.05
238,238,PATANJALI DANT KANTI ADVANCE TOOTH PASTE,STAR Plus,0.14,ALL INDIA (U+R),CS M 31-50 AB,30,0.05
