,Unnamed: 0,brand,channel,grp,regions,target,tot_ad_len,wgt_rat
5307,5307,MUTHOOT FINCORP LOAN AGAINST GOLD,STAR Plus,1.38,ALL INDIA (U+R),CS M 22-40 AB,100,0.14
5308,5308,SAVLON HAND WASH,STAR Plus,1.38,HSM (U),CS 15-50 ABC,30,0.46
5309,5309,PARLE KISMI,STAR Plus,1.38,HSM (U+R),CS 22+ AB,40,0.35
5310,5310,AMUL EPIC SWEETHEART,STAR Plus,1.38,HSM (U+R),CS M 22-50 BCD,45,0.31
5311,5311,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.38,MEGA CITIES,CS M 22-40 A,75,0.18
5312,5312,MUTHOOT FINCORP LOAN AGAINST GOLD,STAR Plus,1.38,HSM (U+R),CS 22-40 BCD,100,0.14
5313,5313,SUZUKI ACCESS 125,STAR Plus,1.38,ALL INDIA (U+R),CS 15+,30,0.46
5314,5314,PATANJALI SUPER DISHWASH BAR/LIQUID,STAR Plus,1.38,NORTH WEST (U),CS F 22-40,30,0.46
5315,5315,GILLETTE VENUS 3,STAR Plus,1.38,ALL INDIA (U+R),CS M 22-40 A,30,0.46
5316,5316,DABUR PUDIN HARA,STAR Plus,1.38,HSM (U+R),CS F 22+,10,1.38
5317,5317,VIVO V15/V15 PRO,STAR Plus,1.38,HSM (U),CS F 22-30 AB,30,0.46
5318,5318,PATANJALI SUPER DISHWASH BAR/LIQUID,STAR Plus,1.38,MAH (U),CS F 22+ AB,30,0.46
5319,5319,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.38,ALL INDIA (U),CS M 15+ AB,80,0.17
5320,5320,ACKO.COM,STAR Plus,1.38,ALL INDIA (U+R),CS F 22+,75,0.18
5321,5321,COLGATE SUPER FLEXI,STAR Plus,1.38,ALL INDIA (U+R),CS 22-50 ABC,60,0.23
5322,5322,AMUL MITHAI MATE,STAR Plus,1.38,HSM (U),CS F 15-30 A,30,0.46
5323,5323,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.38,MEGA CITIES (EXCL. CHENNAI),CS 22-40 AB,50,0.28
5324,5324,AMUL EPIC SWEETHEART,STAR Plus,1.38,ALL INDIA (U),CS M 15-40 ABC,45,0.31
5325,5325,ACKO.COM,STAR Plus,1.38,HSM (U+R),CS M 22-40 BCD,75,0.18
5326,5326,PATANJALI AMLA/ALOE VERA JUICE,STAR Plus,1.38,ALL INDIA (R),CS 15+ BCD,60,0.23
5327,5327,PARLE KISMI,STAR Plus,1.38,HSM (U+R),CS F 22+ ABC,40,0.35
5328,5328,PATANJALI HERBAL POWER VITA,STAR Plus,1.38,HSM 1 MN+,CS F 22-40 AB,30,0.46
5329,5329,ACKO.COM,STAR Plus,1.38,MEGA CITIES,CS 22-50 AB,75,0.18
5330,5330,PATANJALI KESH KANTI SHAMPOO,STAR Plus,1.39,DEL RAJ MAH SOUTH (U+R),CS F 22-30 ABC,25,0.55
5331,5331,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.39,HSM (U),CS M 15-40 ABC,50,0.28
5332,5332,SAVLON HAND WASH,STAR Plus,1.39,MEGA CITIES,CS F 15-30 A,30,0.46
5333,5333,VIVO V15/V15 PRO,STAR Plus,1.39,HSM (U),CS M 31-40 A,30,0.46
5334,5334,VIVO V15/V15 PRO,STAR Plus,1.39,HSM (EXCL. NORTH EAST) (U),CS 15-40 AB,30,0.46
5335,5335,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.39,HSM (U+R),CS M 22+ BCD,75,0.18
5336,5336,AMUL MITHAI MATE,STAR Plus,1.39,ALL INDIA (U),CS M 22-40 A,30,0.46
5337,5337,PATANJALI SUPER DISHWASH BAR/LIQUID,STAR Plus,1.39,HSM (U),CS F 31-40 ABC,30,0.46
5338,5338,ASIAN PAINTS TRACTOR EMULSION SHYNE,STAR Plus,1.39,NORTH WEST SOUTH (U),CS 22-40 A,75,0.18
5339,5339,MUTHOOT FINCORP LOAN AGAINST GOLD,STAR Plus,1.39,HSM (U+R),CS 15+ BCD,100,0.14
5340,5340,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.39,ALL INDIA (U),CS 22-40 A,50,0.28
5341,5341,PARLE MARIE,STAR Plus,1.39,HSM (U+R),CS 22-60 AB,40,0.35
5342,5342,RASNA DESI MASALA,STAR Plus,1.39,WB (U),CS M 22-50 AB,60,0.23
5343,5343,HARPIC BATHROOM CLEANER,STAR Plus,1.39,HSM (EXCL. WB) (U),CS F 22-50 AB,20,0.69
5344,5344,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.39,HSM (U+R),CS 31+ ABC,50,0.28
5345,5345,ASIAN PAINTS TRACTOR EMULSION SHYNE,STAR Plus,1.39,ALL INDIA (U),CS 22-40 A,75,0.19
5346,5346,DETTOL ANTISEPTIC LIQUID,STAR Plus,1.39,HSM (U),CS F 15+ BCD,20,0.69
5347,5347,AMUL MITHAI MATE,STAR Plus,1.39,ALL INDIA (U),CS 22-40 A,30,0.46
5348,5348,DABUR PUDIN HARA,STAR Plus,1.39,HSM (U+R),CS 22-40 AB,10,1.39
5349,5349,ASIAN PAINTS TRACTOR EMULSION SHYNE,STAR Plus,1.39,ALL INDIA (U+R),CS 22-40 AB,75,0.19
5350,5350,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.39,HSM (U+R),CS 22-40 BCD,50,0.28
5351,5351,COLGATE SUPER FLEXI,STAR Plus,1.39,MUM,CS M 15-30 AB,60,0.23
5352,5352,HARPIC BATHROOM CLEANER,STAR Plus,1.39,NORTH WEST (U),CS 15+,20,0.69
5353,5353,HARPIC BATHROOM CLEANER,STAR Plus,1.39,HSM (U),CS F 22-40,20,0.69
5354,5354,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.39,ALL INDIA (U),CS F 22-40 AB,80,0.17
5355,5355,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.39,HSM (U+R),CS F 15-21 BCD,80,0.17
5356,5356,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.39,MEGA CITIES,CS 15-40 AB,50,0.28
5357,5357,PATANJALI HERBAL POWER VITA,STAR Plus,1.39,HSM (U),CS F 15-50 AB,30,0.46
5358,5358,COLGATE SUPER FLEXI,STAR Plus,1.39,MEGA CITIES,CS M 31+ A,60,0.23
5359,5359,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.39,MEGA CITIES,CS M 31-50 A,75,0.19
5360,5360,DABUR PUDIN HARA,STAR Plus,1.39,HSM (U+R),CS F 15+,10,1.39
5361,5361,PATANJALI EDIBLE OIL,STAR Plus,1.39,HSM (U+R),CS F 15-30 AB,60,0.23
5362,5362,PATANJALI EDIBLE OIL,STAR Plus,1.39,HSM (U),CS 15+,60,0.23
5363,5363,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.39,HSM (U+R),CS 22-40,50,0.28
5364,5364,PATANJALI FACE WASH,STAR Plus,1.39,HSM (U+R),CS M 22-50,40,0.35
5365,5365,PATANJALI HERBAL POWER VITA,STAR Plus,1.39,MUM DEL BANG,CS M 22-50 A,30,0.46
5366,5366,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.39,HSM (U),CS M 31-40 A,80,0.17
5367,5367,BRIT MARIEGOLD,STAR Plus,1.39,ALL INDIA (U),CS M 15-40 ABC,120,0.12
5368,5368,COLGATE SUPER FLEXI,STAR Plus,1.39,ALL INDIA (U+R),CS F 22+,60,0.23
5369,5369,DABUR PUDIN HARA,STAR Plus,1.39,HSM (U+R),CS M 22+ AB,10,1.39
5370,5370,DETTOL ANTISEPTIC LIQUID,STAR Plus,1.39,MUM DEL,CS M 22-50 AB,20,0.7
5371,5371,PATANJALI EDIBLE OIL,STAR Plus,1.39,HSM (U),CS 15-40 ABC,60,0.23
5372,5372,SAVLON HAND WASH,STAR Plus,1.39,HSM (EXCL. DEL MAH WB) (U),CS 15-30 A,30,0.46
5373,5373,PARAGON STIMULUS,STAR Plus,1.39,MEGA CITIES,CS 22-40 A,40,0.35
5374,5374,GILLETTE VENUS 3,STAR Plus,1.39,MEGA CITIES,CS 22-40 A,30,0.46
5375,5375,MUTHOOT FINCORP LOAN AGAINST GOLD,STAR Plus,1.39,MEGA CITIES,CS M 15-40 AB,100,0.14
5376,5376,SAVLON HAND WASH,STAR Plus,1.39,MEGA CITIES,CS M 22-50 A,30,0.46
5377,5377,AMUL MITHAI MATE,STAR Plus,1.4,WEST (U),CS 15+,30,0.47
5378,5378,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.4,NORTH WEST SOUTH (U),CS 22-40 A,75,0.19
5379,5379,PATANJALI BISCUITS,STAR Plus,1.4,ALL INDIA (U+R),CS 22-40 ABC,30,0.47
5380,5380,ACKO.COM,STAR Plus,1.4,HSM (U+R),CS M 15-40,75,0.19
5381,5381,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.4,HSM (U+R),CS F 22-40,80,0.17
5382,5382,PATANJALI HERBAL POWER VITA,STAR Plus,1.4,HSM (U),CS F 22-40 AB,30,0.47
5383,5383,VIVO V15/V15 PRO,STAR Plus,1.4,HSM (U),CS F 31-50 ABC,30,0.47
5384,5384,VIVO V15/V15 PRO,STAR Plus,1.4,HSM (U),CS 15-40 AB,30,0.47
5385,5385,AMUL MITHAI MATE,STAR Plus,1.4,HSM (U),CS F 22-40 ABC,30,0.47
5386,5386,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.4,HSM (U+R),CS M 22-40 ABC,75,0.19
5387,5387,PATANJALI HERBAL POWER VITA,STAR Plus,1.4,HSM (U),CS 22-40 A,30,0.47
5388,5388,VIVO V15/V15 PRO,STAR Plus,1.4,HSM (U),CS F 15-50 ABC,30,0.47
5389,5389,AMUL EPIC SWEETHEART,STAR Plus,1.4,ALL INDIA (U),CS M 22+ ABC,45,0.31
5390,5390,GILLETTE VENUS 3,STAR Plus,1.4,ALL INDIA 1 MN+,CS 2+,30,0.47
5391,5391,VIVO V15/V15 PRO,STAR Plus,1.4,HSM (U),CS F 15-30 ABC,30,0.47
5392,5392,AMUL MITHAI MATE,STAR Plus,1.4,HSM (EXCL. NORTH EAST) (U),CS F 22-40 ABC,30,0.47
5393,5393,PARLE MARIE,STAR Plus,1.4,NORTH WEST (U+R),CS F 22-40,40,0.35
5394,5394,VIVO V15/V15 PRO,STAR Plus,1.4,HSM (EXCL. WB) (U),CS F 22-50 ABC,30,0.47
5395,5395,VIVO V15/V15 PRO,STAR Plus,1.4,HSM (U),CS 15+ AB,30,0.47
5396,5396,GILLETTE VENUS 3,STAR Plus,1.4,NORTH WEST SOUTH (U),CS 22-40 A,30,0.47
5397,5397,ACKO.COM,STAR Plus,1.4,ALL INDIA (U+R),CS 22-40 AB,75,0.19
5398,5398,SAVLON HAND WASH,STAR Plus,1.4,HSM (U),CS F 15+ BCD,30,0.47
5399,5399,DABUR PUDIN HARA,STAR Plus,1.4,HSM (U+R),CS F 15-50,10,1.4
5400,5400,GILLETTE VENUS 3,STAR Plus,1.4,MEGA CITIES,CS F 15-30 A,30,0.47
5401,5401,COLGATE SUPER FLEXI,STAR Plus,1.4,ALL INDIA (U+R),CS M 31-50 AB,60,0.23
5402,5402,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.4,MEGA CITIES,CS 22-40 A,75,0.19
5403,5403,PARLE HIDE & SEEK PLATINA COLLECTION,STAR Plus,1.4,ALL INDIA (U+R),CS 15+ ABC,80,0.18
5404,5404,PATANJALI ALOE VERA GEL,STAR Plus,1.4,MUM DEL,CS 15-30 AB,25,0.56
5405,5405,DABUR PUDIN HARA,STAR Plus,1.4,MEGA CITIES,CS F 31-40 AB,10,1.4
5406,5406,DABUR PUDIN HARA,STAR Plus,1.4,HSM (U),CS M 15-30 ABC,10,1.4
5407,5407,PARLE KISMI,STAR Plus,1.4,HSM (U+R),CS F 15-40 B,40,0.35
5408,5408,PARLE KISMI,STAR Plus,1.4,ALL INDIA (U),CS F 22+,40,0.35
5409,5409,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.4,HSM (U),CS M 15-30 ABC,80,0.18
5410,5410,VIVO V15/V15 PRO,STAR Plus,1.4,HSM (U),CS 31-50 AB,30,0.47
5411,5411,SAVLON HAND WASH,STAR Plus,1.4,HSM (U),CS F 22-30 ABC,30,0.47
5412,5412,PARLE HIDE & SEEK PLATINA COLLECTION,STAR Plus,1.4,ALL INDIA (U+R),CS M 22-40 AB,80,0.18
5413,5413,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.4,ALL INDIA (U),CS M 22+ A,80,0.18
5414,5414,PARLE HIDE & SEEK PLATINA COLLECTION,STAR Plus,1.4,ALL INDIA (U+R),CS 15-30 ABC,80,0.18
5415,5415,SAVLON HAND WASH,STAR Plus,1.4,HSM (EXCL. WB) (U),CS 15-40 AB,30,0.47
5416,5416,VICKS COUGH DROPS,STAR Plus,1.4,DEL RAJ MAH SOUTH (U+R),CS F 22-30 ABC,95,0.15
5417,5417,VIKRAM KLASSIC CTC LEAF TEA,STAR Plus,1.41,HSM (R),CS F 15+ BCD,100,0.14
5418,5418,PARAGON STIMULUS,STAR Plus,1.41,ALL INDIA (U+R),CS F 22-40 AB,40,0.35
5419,5419,PARLE KISMI,STAR Plus,1.41,DEL GUJ MAH (U),CS M 15-40 AB,40,0.35
5420,5420,PARLE KISMI,STAR Plus,1.41,HSM (U),CS M 15+,40,0.35
5421,5421,AMUL MITHAI MATE,STAR Plus,1.41,HSM (U),CS F 22-30 AB,30,0.47
5422,5422,PARLE KISMI,STAR Plus,1.41,HSM (U),CS M 15+ ABC,40,0.35
5423,5423,GILLETTE VENUS 3,STAR Plus,1.41,ALL INDIA (U),CS M 15-40 ABC,30,0.47
5424,5424,DABUR PUDIN HARA,STAR Plus,1.41,ALL INDIA (U),CS 22-40 AB,10,1.41
5425,5425,PATANJALI EDIBLE OIL,STAR Plus,1.41,HSM (U),CS F 22-30 ABC,60,0.23
5426,5426,PATANJALI HERBAL POWER VITA,STAR Plus,1.41,HSM (U),CS F 31-50 AB,30,0.47
5427,5427,BRIT MARIEGOLD,STAR Plus,1.41,MEGA CITIES,CS F 31-40 AB,120,0.12
5428,5428,PATANJALI SUPER DISHWASH BAR/LIQUID,STAR Plus,1.41,HSM (U),CS F 15-40 ABC,30,0.47
5429,5429,VIVO V15/V15 PRO,STAR Plus,1.41,HSM 1 MN+,CS F 22-40 AB,30,0.47
5430,5430,ASIAN PAINTS TRACTOR EMULSION SHYNE,STAR Plus,1.41,ALL INDIA (U+R),CS 22-50 ABC,75,0.19
5431,5431,BRIT MARIEGOLD,STAR Plus,1.41,ALL INDIA (U+R),CS F 22-40 AB,120,0.12
5432,5432,GILLETTE VENUS 3,STAR Plus,1.41,ALL INDIA (U+R),CS M 31-50 AB,30,0.47
5433,5433,HARPIC BATHROOM CLEANER,STAR Plus,1.41,HSM (U),CS M 22-40 A,20,0.7
5434,5434,AMUL EPIC SWEETHEART,STAR Plus,1.41,MUM,CS M 15-30 AB,45,0.31
5435,5435,PATANJALI FACE WASH,STAR Plus,1.41,HSM (U+R),CS M 22-40 AB,40,0.35
5436,5436,GILLETTE VENUS 3,STAR Plus,1.41,MEGA CITIES,CS 15-50 AB,30,0.47
5437,5437,AMUL EPIC SWEETHEART,STAR Plus,1.41,MEGA CITIES,CS 15-30 ABC,45,0.31
5438,5438,GILLETTE VENUS 3,STAR Plus,1.41,MEGA CITIES,CS 15-30 ABC,30,0.47
5439,5439,PARLE HIDE & SEEK PLATINA COLLECTION,STAR Plus,1.41,ALL INDIA (U+R),CS 22-50 ABC,80,0.18
5440,5440,SUZUKI ACCESS 125,STAR Plus,1.41,HSM (U+R),CS M 22+ BCD,30,0.47
5441,5441,PATANJALI HERBAL POWER VITA,STAR Plus,1.41,HSM (U),CS F 15-40 AB,30,0.47
5442,5442,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.41,ALL INDIA (U),CS 15-50 ABC,50,0.28
5443,5443,MX PLAYER,STAR Plus,1.41,DEL RAJ MAH SOUTH (U+R),CS F 22-30 ABC,90,0.16
5444,5444,VIVO V15/V15 PRO,STAR Plus,1.41,HSM (U),CS 22+ A,30,0.47
5445,5445,BRIT MARIEGOLD,STAR Plus,1.41,HSM (U+R),CS M 15-30 ABC,120,0.12
5446,5446,HARPIC BATHROOM CLEANER,STAR Plus,1.41,HSM (U),CS F 15-50 AB,20,0.71
5447,5447,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.41,HSM (U+R),CS M 22-50 BCD,75,0.19
5448,5448,PARLE KISMI,STAR Plus,1.41,ALL INDIA (U),CS F 22+ ABC,40,0.35
5449,5449,PATANJALI ALOE VERA GEL,STAR Plus,1.41,MEGA CITIES (EXCL. KOL),CS M 22-40 A,25,0.57
5450,5450,AMUL MITHAI MATE,STAR Plus,1.41,HSM (U),CS 41-60 AB,30,0.47
5451,5451,PATANJALI SUPER DISHWASH BAR/LIQUID,STAR Plus,1.41,HSM (U),CS F 15-50 AB,30,0.47
5452,5452,PARAGON SOLEA,STAR Plus,1.41,DEL RAJ MAH SOUTH (U+R),CS F 22-30 ABC,120,0.12
5453,5453,AMUL EPIC SWEETHEART,STAR Plus,1.41,HSM (U+R),CS M 15-40,45,0.31
5454,5454,HARPIC BATHROOM CLEANER,STAR Plus,1.41,MUM DEL BANG,CS 15-40 AB,20,0.71
5455,5455,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.41,HSM (U+R),CS F 2+,50,0.28
5456,5456,AMUL EPIC SWEETHEART,STAR Plus,1.41,ALL INDIA (U+R),CS M 22-50 AB,45,0.31
5457,5457,ASIAN PAINTS ACE SHYNE,STAR Plus,1.41,ALL INDIA (U+R),CS 15+,75,0.19
5458,5458,PATANJALI FACE WASH,STAR Plus,1.41,WB (U),CS M 22-50 AB,40,0.35
5459,5459,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.41,HSM (U+R),CS F 15-40,80,0.18
5460,5460,DABUR PUDIN HARA,STAR Plus,1.42,ALL INDIA (U),CS M 15+ AB,10,1.42
5461,5461,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.42,HSM (U+R),CS 22+ ABC,50,0.28
5462,5462,PARAGON STIMULUS,STAR Plus,1.42,HSM (U+R),CS M 22-50 ABC,40,0.35
5463,5463,VIVO V15/V15 PRO,STAR Plus,1.42,HSM (U),CS F 22+ ABC,30,0.47
5464,5464,MUTHOOT FINCORP LOAN AGAINST GOLD,STAR Plus,1.42,ALL INDIA (U+R),CS F 22+,100,0.14
5465,5465,PATANJALI EDIBLE OIL,STAR Plus,1.42,HSM (U),CS 22-50 ABC,60,0.24
5466,5466,DABUR PUDIN HARA,STAR Plus,1.42,HSM (U+R),CS F 15-40 ABC,10,1.42
5467,5467,GILLETTE VENUS 3,STAR Plus,1.42,MUM DEL BANG,CS F 22-40 A,30,0.47
5468,5468,PARLE MARIE,STAR Plus,1.42,ALL INDIA (U),CS F 15-30 AB,40,0.35
5469,5469,TIME KIDS-PS,STAR Plus,1.42,HSM (U+R),CS M 15-30 BCD,60,0.24
5470,5470,PATANJALI KACHI GHANI MUSTARD OIL,STAR Plus,1.42,ALL INDIA (R),CS 15+ BCD,100,0.14
5471,5471,PATANJALI EDIBLE OIL,STAR Plus,1.42,HSM (U),CS 31-40 AB,60,0.24
5472,5472,VIVO V15/V15 PRO,STAR Plus,1.42,NORTH WEST (U),CS F 22-40,30,0.47
5473,5473,PATANJALI EDIBLE OIL,STAR Plus,1.42,MUM DEL KOL,CS 22-50 AB,60,0.24
5474,5474,PATANJALI SUPER DISHWASH BAR/LIQUID,STAR Plus,1.42,HSM (U),CS F 15-30 ABC,30,0.47
5475,5475,PARLE HIDE & SEEK PLATINA COLLECTION,STAR Plus,1.42,MEGA CITIES,CS 15-30 AB,80,0.18
5476,5476,DABUR PUDIN HARA,STAR Plus,1.42,ALL INDIA (U),CS 15-30 AB,10,1.42
5477,5477,ACKO.COM,STAR Plus,1.42,HSM (U+R),CS M 15-30 ABC,75,0.19
5478,5478,DABUR PUDIN HARA,STAR Plus,1.42,HSM (U+R),CS F 15-40 B,10,1.42
5479,5479,AMUL MITHAI MATE,STAR Plus,1.42,ALL INDIA (U),CS F 22-50 A,30,0.47
5480,5480,GILLETTE VENUS 3,STAR Plus,1.42,HSM (U+R),CS F 15-21 BCD,30,0.47
5481,5481,PATANJALI SUPER DISHWASH BAR/LIQUID,STAR Plus,1.42,MUM DEL KOL,CS 22-50 AB,30,0.47
5482,5482,AMUL EPIC SWEETHEART,STAR Plus,1.42,ALL INDIA (U+R),CS M 22-40 AB,45,0.32
5483,5483,DABUR PUDIN HARA,STAR Plus,1.42,ALL INDIA 1 MN+,CS 22-40 ABC,10,1.42
5484,5484,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.42,MEGA CITIES,CS F 22-40 A,75,0.19
5485,5485,VIVO V15/V15 PRO,STAR Plus,1.42,NORTH WEST (U),CS 15-40 AB,30,0.47
5486,5486,GILLETTE VENUS 3,STAR Plus,1.42,HSM (U),CS 31-40 A,30,0.47
5487,5487,COLGATE SUPER FLEXI,STAR Plus,1.42,ALL INDIA (U),CS M 15+ AB,60,0.24
5488,5488,DABUR PUDIN HARA,STAR Plus,1.42,HSM (U+R),CS F 22-50 ABC,10,1.42
5489,5489,PATANJALI HERBAL POWER VITA,STAR Plus,1.42,MUM DEL KOL,CS F 22-40 AB,30,0.47
5490,5490,VIVO V15/V15 PRO,STAR Plus,1.42,HSM (U),CS F 15-40 ABC,30,0.47
5491,5491,AMUL MITHAI MATE,STAR Plus,1.42,HSM (U),CS F 15-50 ABC,30,0.47
5492,5492,PATANJALI BISCUITS,STAR Plus,1.42,ALL INDIA (U+R),CS F 22+,30,0.47
5493,5493,PATANJALI KESH KANTI SHAMPOO,STAR Plus,1.42,HSM (R),CS F 15+ BCD,25,0.57
5494,5494,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.42,HSM (U),CS M 15-30 ABC,50,0.28
5495,5495,DABUR PUDIN HARA,STAR Plus,1.42,HSM (U),CS M 22-50 BCD,10,1.42
5496,5496,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.42,HSM (U+R),CS F 15+ AB,50,0.28
5497,5497,PARAGON STIMULUS,STAR Plus,1.42,HSM (U+R),CS M 22+ ABC,40,0.36
5498,5498,PATANJALI EDIBLE OIL,STAR Plus,1.42,HSM (U),CS 15-50 ABC,60,0.24
5499,5499,AMUL MITHAI MATE,STAR Plus,1.42,HSM (U),CS 31-60 ABC,30,0.47
5500,5500,DABUR PUDIN HARA,STAR Plus,1.43,MEGA CITIES,CS F 22-50 AB,10,1.43
5501,5501,ASIAN PAINTS ACE SHYNE,STAR Plus,1.43,ALL INDIA (U+R),CS 22-40 ABC,75,0.19
5502,5502,PARAGON STIMULUS,STAR Plus,1.43,HSM (U+R),CS M 22-50,40,0.36
5503,5503,PATANJALI BISCUITS,STAR Plus,1.43,ALL INDIA (U+R),CS 22-40 AB,30,0.48
5504,5504,HARPIC BATHROOM CLEANER,STAR Plus,1.43,MUM DEL BANG,CS M 22-50 A,20,0.71
5505,5505,COLGATE SUPER FLEXI,STAR Plus,1.43,MEGA CITIES,CS M 15-40 AB,60,0.24
5506,5506,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.43,MEGA CITIES,CS M 22-50 A,75,0.19
5507,5507,VIVO V15/V15 PRO,STAR Plus,1.43,HSM (EXCL. WB) (U),CS 15-40 AB,30,0.48
5508,5508,ASIAN PAINTS ACE SHYNE,STAR Plus,1.43,ALL INDIA (U+R),CS M 15-30 AB,75,0.19
5509,5509,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.43,ALL INDIA (U+R),CS 22-50 AB,75,0.19
5510,5510,PATANJALI SUPER DISHWASH BAR/LIQUID,STAR Plus,1.43,HSM (U),CS F 22+ AB,30,0.48
5511,5511,PATANJALI HERBAL POWER VITA,STAR Plus,1.43,HSM (EXCL. NORTH EAST) (U),CS 22-40 A,30,0.48
5512,5512,AMUL MITHAI MATE,STAR Plus,1.43,NORTH WEST SOUTH (U),CS 22-40 A,30,0.48
5513,5513,PATANJALI EDIBLE OIL,STAR Plus,1.43,HSM (U),CS 22+ ABC,60,0.24
5514,5514,GILLETTE VENUS 3,STAR Plus,1.43,MEGA CITIES,CS 15+ AB,30,0.48
5515,5515,DABUR PUDIN HARA,STAR Plus,1.43,HSM (U+R),CS M 22-50 A,10,1.43
5516,5516,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.43,HSM (U),CS M 15+,50,0.29
5517,5517,DABUR PUDIN HARA,STAR Plus,1.43,HSM (U+R),CS 15-40 AB,10,1.43
5518,5518,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.43,MEGA CITIES,CS M 22-50 A,50,0.29
5519,5519,MUTHOOT FINCORP LOAN AGAINST GOLD,STAR Plus,1.43,HSM (U+R),CS M 15-40 ABC,100,0.14
5520,5520,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.43,MEGA CITIES,CS 15+ AB,50,0.29
5521,5521,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.43,HSM (U+R),CS F 22-50 BCD,80,0.18
5522,5522,HARPIC BATHROOM CLEANER,STAR Plus,1.43,NORTH WEST (U),CS F 15-40 AB,20,0.72
5523,5523,PATANJALI SUPER DISHWASH BAR/LIQUID,STAR Plus,1.43,HSM (U),CS F 15+ BCD,30,0.48
5524,5524,SUZUKI ACCESS 125,STAR Plus,1.43,HSM (U+R),CS M 31-50 CD,30,0.48
5525,5525,ASIAN PAINTS TRACTOR EMULSION SHYNE,STAR Plus,1.43,ALL INDIA (U+R),CS F 22+,75,0.19
5526,5526,QUAKER HOME STYLE MASALA OATS,STAR Plus,1.43,ALL INDIA (U),CS 15-40 ABC,80,0.18
5527,5527,PATANJALI EDIBLE OIL,STAR Plus,1.43,HSM (U),CS 15+ ABC,60,0.24
5528,5528,HARPIC BATHROOM CLEANER,STAR Plus,1.43,HSM (U),CS F 31-40 ABC,20,0.72
5529,5529,AMAZON FIRE TV STICK,STAR Plus,1.43,ALL INDIA (R),CS 15+ BCD,165,0.09
5530,5530,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.43,HSM (U+R),CS 22-40 ABC,50,0.29
5531,5531,WHISPER CHOICE ALOE VERA FRESHNESS,STAR Plus,1.43,HSM (U+R),CS F 22-40 AB,50,0.29
5532,5532,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.43,ALL INDIA (U+R),CS 15+ AB,75,0.19
5533,5533,COLGATE SUPER FLEXI,STAR Plus,1.43,HSM (U+R),CS M 22+ BCD,60,0.24
5534,5534,PATANJALI EDIBLE OIL,STAR Plus,1.43,HSM (U+R),CS F 22-40 A,60,0.24
5535,5535,BRIT MARIEGOLD,STAR Plus,1.43,HSM (U+R),CS M 15-40 ABC,120,0.12
5536,5536,PATANJALI BISCUITS,STAR Plus,1.43,ALL INDIA (U+R),CS 22-50 ABC,30,0.48
5537,5537,VIVO V15/V15 PRO,STAR Plus,1.43,HSM (U),CS F 22-50 A,30,0.48
5538,5538,DABUR PUDIN HARA,STAR Plus,1.43,HSM (U+R),CS F 22+ ABC,10,1.43
5539,5539,BRIT PURE MAGIC CHOCOLUSH,STAR Plus,1.44,ALL INDIA (U),CS M 31+ A,75,0.19
5540,5540,PARLE MARIE,STAR Plus,1.44,ALL INDIA (U),CS F 22+ ABC,40,0.36
5541,5541,PATANJALI HERBAL POWER VITA,STAR Plus,1.44,HSM (U),CS 31+ A,30,0.48
5542,5542,PARLE MARIE,STAR Plus,1.44,ALL INDIA (U),CS F 22+,40,0.36
